15.0,3.67,45.0,4.61,2.77,1.0,30.0,52.0,27.666666666666668,7.5386012715712996,1.0
15.0,5.16,61.0,1.59,7.7,4.0,47.0,62.0,37.666666666666664,7.299741602067183,1.0
15.0,2.78,48.0,5.93,7.04,1.0,32.0,88.0,40.333333333333336,14.508393285371705,1.0
14.0,1.0,72.0,6.16,4.2,3.0,46.0,54.0,34.333333333333336,34.333333333333336,0.0
14.0,2.44,37.0,1.55,2.75,2.0,40.0,64.0,35.333333333333336,14.480874316939891,1.0
16.0,3.63,21.0,7.02,7.28,1.0,37.0,57.0,31.666666666666668,8.723599632690542,1.0
17.0,4.5,44.0,1.07,5.63,4.0,30.0,92.0,42.0,9.333333333333334,1.0
16.0,4.06,37.0,4.52,6.47,4.0,45.0,98.0,49.0,12.06896551724138,1.0
14.0,3.97,48.0,6.36,1.9,1.0,35.0,81.0,39.0,9.82367758186398,1.0
14.0,3.04,45.0,5.92,5.58,2.0,49.0,95.0,48.666666666666664,16.00877192982456,1.0
14.0,5.73,44.0,7.99,2.07,3.0,36.0,66.0,35.0,6.108202443280977,1.0
16.0,5.13,56.0,5.84,4.26,4.0,30.0,97.0,43.666666666666664,8.512020792722547,1.0
16.0,6.97,24.0,4.43,7.55,2.0,35.0,93.0,43.333333333333336,6.21712099473936,1.0
16.0,1.04,58.0,4.91,2.71,2.0,35.0,80.0,39.0,37.5,1.0
17.0,1.58,20.0,3.07,7.87,3.0,33.0,71.0,35.666666666666664,22.573839662447256,1.0
17.0,4.62,32.0,1.46,4.09,3.0,43.0,65.0,37.0,8.008658008658008,1.0
17.0,2.91,64.0,7.4,6.39,3.0,34.0,71.0,36.0,12.371134020618555,1.0
17.0,4.75,61.0,4.2,1.44,2.0,45.0,48.0,31.666666666666668,6.666666666666667,1.0
17.0,1.82,30.0,2.16,5.26,3.0,40.0,93.0,45.333333333333336,24.90842490842491,1.0
15.0,6.69,51.0,7.16,7.19,2.0,34.0,74.0,36.666666666666664,5.480817140009965,1.0
17.0,7.44,26.0,5.1,3.1,2.0,43.0,79.0,41.333333333333336,5.555555555555555,1.0
15.0,7.95,45.0,1.9,7.9,1.0,35.0,86.0,40.666666666666664,5.115303983228511,1.0
14.0,2.69,50.0,3.53,2.52,3.0,30.0,66.0,33.0,12.267657992565056,1.0
15.0,6.14,67.0,7.82,3.04,4.0,38.0,75.0,39.0,6.351791530944626,1.0
15.0,1.35,25.0,2.42,7.82,3.0,39.0,72.0,38.0,28.148148148148145,1.0
16.0,3.01,25.0,5.85,3.81,3.0,32.0,86.0,40.333333333333336,13.399778516057587,1.0
16.0,6.73,49.0,1.32,7.04,1.0,40.0,60.0,33.666666666666664,5.002476473501733,1.0
17.0,4.21,64.0,3.29,2.1,4.0,40.0,70.0,38.0,9.026128266033254,1.0
16.0,3.9,77.0,1.07,6.73,3.0,44.0,72.0,39.666666666666664,10.17094017094017,0.0
17.0,2.87,23.0,4.77,3.5,4.0,42.0,80.0,42.0,14.634146341463413,1.0
16.0,1.99,68.0,7.95,7.95,1.0,34.0,92.0,42.333333333333336,21.273031825795645,1.0
14.0,5.95,78.0,2.18,3.94,1.0,41.0,57.0,33.0,5.546218487394958,0.0
14.0,3.9,27.0,6.4,7.1,1.0,48.0,80.0,43.0,11.025641025641026,1.0
16.0,4.27,54.0,7.33,4.39,4.0,39.0,84.0,42.333333333333336,9.914129586260735,1.0
17.0,3.74,78.0,4.46,1.33,2.0,35.0,88.0,41.666666666666664,11.140819964349374,0.0
15.0,3.2,24.0,5.61,4.51,4.0,46.0,62.0,37.333333333333336,11.666666666666666,1.0
17.0,3.35,69.0,4.41,7.77,2.0,48.0,78.0,42.666666666666664,12.736318407960198,1.0
17.0,1.51,44.0,2.26,7.37,3.0,46.0,80.0,43.0,28.47682119205298,1.0
16.0,5.83,30.0,5.25,4.52,2.0,36.0,81.0,39.666666666666664,6.803887935963407,1.0
16.0,1.86,47.0,2.37,5.51,3.0,45.0,80.0,42.666666666666664,22.93906810035842,1.0
17.0,5.24,22.0,7.87,2.05,3.0,36.0,63.0,34.0,6.488549618320611,1.0
16.0,7.02,78.0,2.83,3.24,2.0,39.0,70.0,37.0,5.270655270655271,0.0
14.0,1.09,30.0,5.69,7.96,1.0,44.0,89.0,44.666666666666664,40.978593272171246,1.0
15.0,5.63,76.0,3.01,6.44,4.0,36.0,51.0,30.333333333333332,5.387803433984606,0.0
14.0,2.49,57.0,5.02,5.16,1.0,39.0,79.0,39.666666666666664,15.930388219544843,1.0
15.0,5.45,29.0,1.91,5.19,2.0,34.0,88.0,41.333333333333336,7.584097859327217,1.0
17.0,2.81,67.0,3.17,3.39,4.0,36.0,57.0,32.333333333333336,11.506524317912218,1.0
14.0,1.41,65.0,1.25,1.54,2.0,33.0,69.0,34.666666666666664,24.58628841607565,1.0
15.0,3.04,39.0,1.72,7.22,3.0,35.0,97.0,45.0,14.802631578947368,1.0
17.0,7.85,70.0,4.61,5.57,3.0,36.0,52.0,30.333333333333332,3.8641188959660298,0.0
17.0,3.28,73.0,5.08,6.59,3.0,47.0,94.0,48.0,14.634146341463415,0.0
17.0,1.84,68.0,1.02,4.45,3.0,48.0,57.0,36.0,19.565217391304348,1.0
14.0,4.52,67.0,2.16,1.31,3.0,48.0,95.0,48.666666666666664,10.766961651917404,1.0
17.0,4.68,77.0,7.44,4.6,2.0,38.0,96.0,45.333333333333336,9.686609686609687,0.0
15.0,7.25,33.0,1.64,7.05,4.0,42.0,62.0,36.0,4.9655172413793105,1.0
15.0,6.45,23.0,7.69,3.02,2.0,33.0,80.0,38.333333333333336,5.943152454780362,1.0
16.0,1.7,77.0,7.93,6.37,2.0,43.0,75.0,40.0,23.529411764705884,0.0
15.0,2.61,55.0,1.77,4.61,3.0,35.0,92.0,43.333333333333336,16.602809706257982,1.0
17.0,4.69,74.0,7.26,3.68,1.0,48.0,60.0,36.333333333333336,7.746979388770433,0.0
16.0,6.28,38.0,3.47,6.48,2.0,45.0,62.0,36.333333333333336,5.785562632696391,1.0
16.0,6.62,41.0,6.03,5.03,4.0,45.0,58.0,35.666666666666664,5.387713997985901,1.0
16.0,7.26,58.0,5.41,4.69,3.0,39.0,61.0,34.333333333333336,4.729109274563821,1.0
15.0,1.92,56.0,3.76,4.8,4.0,49.0,57.0,36.666666666666664,19.09722222222222,1.0
15.0,6.56,71.0,7.72,5.8,2.0,44.0,98.0,48.0,7.317073170731708,0.0
17.0,6.16,39.0,3.58,2.19,3.0,33.0,56.0,30.666666666666668,4.978354978354979,1.0
15.0,2.83,56.0,5.87,5.48,3.0,32.0,55.0,30.0,10.600706713780918,1.0
14.0,6.18,34.0,5.78,6.79,2.0,49.0,90.0,47.0,7.605177993527509,1.0
15.0,6.37,30.0,7.73,3.03,4.0,43.0,89.0,45.333333333333336,7.116692830978545,1.0
15.0,5.74,54.0,6.32,2.56,4.0,37.0,89.0,43.333333333333336,7.549361207897793,1.0
14.0,7.39,67.0,5.7,5.08,4.0,45.0,78.0,42.333333333333336,5.728461885430763,1.0
17.0,4.12,43.0,7.47,7.33,2.0,30.0,98.0,43.333333333333336,10.51779935275081,1.0
16.0,3.34,77.0,6.16,2.58,1.0,31.0,62.0,31.333333333333332,9.3812375249501,0.0
14.0,6.12,66.0,7.59,2.32,1.0,41.0,66.0,36.0,5.88235294117647,1.0
14.0,1.61,76.0,4.39,4.52,2.0,47.0,74.0,41.0,25.465838509316768,0.0
15.0,5.95,32.0,3.98,2.87,4.0,38.0,72.0,38.0,6.386554621848739,1.0
15.0,3.85,65.0,5.48,3.77,4.0,40.0,72.0,38.666666666666664,10.043290043290042,1.0
14.0,5.04,77.0,3.4,4.08,3.0,45.0,76.0,41.333333333333336,8.201058201058201,0.0
14.0,2.71,54.0,3.99,7.27,4.0,31.0,73.0,36.0,13.284132841328413,1.0
15.0,2.79,28.0,6.26,5.98,3.0,42.0,50.0,31.666666666666668,11.350059737156512,1.0
16.0,3.11,65.0,1.85,4.23,1.0,38.0,62.0,33.666666666666664,10.82529474812433,1.0
16.0,1.07,22.0,3.9,2.71,1.0,39.0,83.0,41.0,38.31775700934579,1.0
15.0,2.57,55.0,5.91,4.04,1.0,37.0,84.0,40.666666666666664,15.82360570687419,1.0
16.0,3.76,79.0,4.53,6.3,1.0,36.0,61.0,32.666666666666664,8.687943262411347,0.0
17.0,1.57,77.0,4.12,4.64,1.0,43.0,99.0,47.666666666666664,30.36093418259023,0.0
14.0,1.21,72.0,2.77,5.29,1.0,44.0,63.0,36.0,29.75206611570248,0.0
15.0,6.65,55.0,1.06,7.22,3.0,32.0,45.0,26.666666666666668,4.010025062656641,1.0
16.0,3.44,21.0,5.81,4.86,1.0,34.0,92.0,42.333333333333336,12.306201550387598,1.0
14.0,1.02,28.0,5.91,5.0,4.0,46.0,97.0,49.0,48.03921568627451,1.0
16.0,7.19,70.0,6.71,4.41,2.0,48.0,69.0,39.666666666666664,5.516921650440426,0.0
17.0,3.41,49.0,5.93,1.79,2.0,46.0,74.0,40.666666666666664,11.925708699902247,1.0
14.0,3.88,79.0,4.74,4.25,4.0,43.0,75.0,40.666666666666664,10.481099656357388,0.0
16.0,7.9,50.0,2.16,2.0,4.0,34.0,62.0,33.333333333333336,4.219409282700422,1.0
16.0,3.16,77.0,4.88,3.59,3.0,31.0,60.0,31.333333333333332,9.91561181434599,0.0
15.0,6.76,72.0,3.57,5.96,3.0,33.0,87.0,41.0,6.06508875739645,0.0
16.0,4.96,26.0,7.55,2.75,3.0,47.0,67.0,39.0,7.862903225806452,1.0
17.0,4.99,49.0,4.44,2.68,2.0,30.0,77.0,36.333333333333336,7.2812291249165,1.0
17.0,2.49,74.0,1.49,2.36,1.0,41.0,70.0,37.333333333333336,14.99330655957162,0.0
17.0,3.82,43.0,6.07,5.8,3.0,34.0,61.0,32.666666666666664,8.551483420593367,1.0
15.0,5.82,56.0,3.16,4.83,2.0,40.0,81.0,41.0,7.0446735395189,1.0
14.0,5.32,54.0,6.09,6.04,4.0,44.0,67.0,38.333333333333336,7.205513784461153,1.0
15.0,7.36,79.0,5.61,5.19,2.0,42.0,78.0,40.666666666666664,5.525362318840579,0.0
16.0,1.23,57.0,1.87,4.69,4.0,36.0,83.0,41.0,33.333333333333336,1.0
15.0,2.42,55.0,5.93,2.52,3.0,49.0,91.0,47.666666666666664,19.696969696969695,1.0
15.0,4.12,68.0,7.71,6.42,1.0,35.0,56.0,30.666666666666668,7.44336569579288,1.0
14.0,7.96,68.0,6.8,1.03,3.0,44.0,90.0,45.666666666666664,5.7370184254606365,1.0
17.0,1.07,69.0,1.6,3.43,4.0,38.0,78.0,40.0,37.38317757009346,1.0
16.0,1.23,41.0,4.59,6.51,2.0,35.0,68.0,35.0,28.45528455284553,1.0
16.0,5.54,74.0,1.95,6.64,4.0,45.0,86.0,45.0,8.12274368231047,0.0
14.0,6.95,29.0,4.78,2.38,2.0,37.0,63.0,34.0,4.892086330935252,1.0
15.0,5.73,24.0,6.23,2.77,3.0,48.0,61.0,37.333333333333336,6.515415939499709,1.0
17.0,4.21,57.0,3.16,5.05,1.0,47.0,78.0,42.0,9.97624703087886,1.0
16.0,2.24,34.0,3.78,4.41,3.0,41.0,91.0,45.0,20.08928571428571,1.0
16.0,4.29,73.0,7.51,4.1,4.0,45.0,93.0,47.333333333333336,11.033411033411033,0.0
16.0,2.84,43.0,1.47,4.7,2.0,44.0,90.0,45.333333333333336,15.962441314553992,1.0
17.0,6.79,33.0,3.14,5.01,2.0,43.0,65.0,36.666666666666664,5.400098183603338,1.0
17.0,6.02,56.0,2.4,1.9,4.0,43.0,94.0,47.0,7.807308970099668,1.0
17.0,6.08,26.0,7.63,7.41,4.0,49.0,98.0,50.333333333333336,8.278508771929825,0.0
14.0,4.22,60.0,1.3,3.24,2.0,42.0,74.0,39.333333333333336,9.320695102685626,1.0
17.0,6.16,54.0,7.28,6.91,3.0,38.0,65.0,35.333333333333336,5.7359307359307365,1.0
14.0,6.33,42.0,7.62,5.65,2.0,38.0,60.0,33.333333333333336,5.265929436545551,1.0
17.0,2.18,33.0,7.91,6.41,2.0,39.0,85.0,42.0,19.266055045871557,1.0
15.0,3.69,72.0,5.28,1.27,2.0,44.0,84.0,43.333333333333336,11.743450767841013,0.0
15.0,5.12,53.0,6.71,3.68,1.0,35.0,91.0,42.333333333333336,8.268229166666666,1.0
17.0,5.59,63.0,4.06,3.44,4.0,47.0,95.0,48.666666666666664,8.706022659511031,1.0
16.0,4.81,61.0,5.49,1.27,3.0,40.0,65.0,36.0,7.484407484407485,1.0
15.0,4.16,59.0,5.95,5.85,4.0,34.0,66.0,34.666666666666664,8.333333333333332,1.0
17.0,4.7,30.0,3.45,1.79,3.0,39.0,80.0,40.666666666666664,8.652482269503546,1.0
14.0,1.86,58.0,6.11,3.9,2.0,46.0,73.0,40.333333333333336,21.684587813620073,1.0
15.0,3.22,30.0,1.9,4.44,3.0,30.0,76.0,36.333333333333336,11.283643892339544,1.0
14.0,6.77,51.0,7.07,7.44,4.0,30.0,95.0,43.0,6.3515509601181686,1.0
15.0,2.41,56.0,1.91,5.82,2.0,46.0,68.0,38.666666666666664,16.044260027662517,1.0
17.0,4.52,33.0,1.63,3.27,4.0,43.0,80.0,42.333333333333336,9.365781710914456,1.0
16.0,3.58,69.0,6.01,1.29,3.0,33.0,89.0,41.666666666666664,11.638733705772811,1.0
14.0,6.94,44.0,1.68,6.61,4.0,39.0,86.0,43.0,6.195965417867435,1.0
14.0,1.56,42.0,1.07,6.28,2.0,38.0,48.0,29.333333333333332,18.8034188034188,1.0
15.0,1.14,22.0,4.79,7.44,4.0,44.0,78.0,42.0,36.8421052631579,1.0
17.0,6.82,38.0,3.18,7.87,3.0,44.0,99.0,48.666666666666664,7.135874877810361,1.0
17.0,5.1,38.0,5.53,4.43,2.0,46.0,54.0,34.0,6.666666666666667,1.0
14.0,6.9,34.0,4.82,6.18,3.0,33.0,64.0,33.333333333333336,4.830917874396135,1.0
16.0,5.89,52.0,4.95,5.9,1.0,49.0,89.0,46.333333333333336,7.866440294284098,1.0
15.0,5.43,65.0,5.07,4.35,3.0,38.0,78.0,39.666666666666664,7.305095150399017,1.0
15.0,5.16,33.0,7.5,4.51,1.0,32.0,79.0,37.333333333333336,7.235142118863049,1.0
16.0,2.14,57.0,4.94,2.58,3.0,41.0,83.0,42.333333333333336,19.781931464174455,1.0
15.0,4.09,39.0,7.58,7.51,3.0,42.0,66.0,37.0,9.046454767726162,1.0
15.0,2.59,41.0,1.45,1.71,2.0,47.0,82.0,43.666666666666664,16.85971685971686,1.0
17.0,5.48,48.0,3.68,4.56,2.0,31.0,86.0,39.666666666666664,7.238442822384427,1.0
17.0,7.73,47.0,2.63,7.0,1.0,36.0,79.0,38.666666666666664,5.002156101768003,1.0
17.0,4.68,65.0,1.95,6.73,3.0,41.0,63.0,35.666666666666664,7.621082621082621,1.0
15.0,3.02,73.0,3.68,2.16,2.0,30.0,55.0,29.0,9.602649006622517,0.0
17.0,7.73,42.0,3.82,5.73,1.0,35.0,96.0,44.0,5.692108667529107,1.0
14.0,5.31,28.0,3.63,7.37,4.0,43.0,76.0,41.0,7.7212806026365355,1.0
14.0,5.48,29.0,2.4,1.69,2.0,37.0,94.0,44.333333333333336,8.090024330900244,1.0
17.0,5.21,31.0,6.56,2.92,1.0,31.0,49.0,27.0,5.182341650671785,1.0
17.0,4.35,20.0,5.64,2.15,2.0,32.0,92.0,42.0,9.655172413793105,1.0
17.0,4.91,25.0,7.22,7.19,1.0,39.0,77.0,39.0,7.942973523421588,1.0
17.0,2.95,49.0,1.97,6.42,1.0,34.0,58.0,31.0,10.508474576271185,1.0
14.0,1.04,34.0,6.71,1.03,3.0,43.0,72.0,39.333333333333336,37.820512820512825,1.0
15.0,3.81,33.0,7.89,6.52,3.0,49.0,80.0,44.0,11.548556430446194,1.0
16.0,3.24,69.0,1.6,2.96,3.0,32.0,50.0,28.333333333333332,8.744855967078188,1.0
16.0,3.61,44.0,2.01,1.15,2.0,39.0,93.0,44.666666666666664,12.3730378578024,1.0
16.0,4.39,21.0,7.11,3.33,2.0,38.0,82.0,40.666666666666664,9.263477600607441,1.0
15.0,1.23,67.0,1.07,3.55,2.0,47.0,91.0,46.666666666666664,37.94037940379404,1.0
17.0,4.74,26.0,5.74,3.12,2.0,33.0,86.0,40.333333333333336,8.509142053445851,1.0
16.0,5.78,46.0,3.83,4.5,3.0,47.0,73.0,41.0,7.093425605536332,1.0
17.0,5.41,63.0,1.88,5.83,2.0,35.0,85.0,40.666666666666664,7.51694393099199,1.0
17.0,1.99,55.0,2.91,3.53,1.0,32.0,64.0,32.333333333333336,16.24790619765494,1.0
16.0,3.38,75.0,6.78,3.61,3.0,32.0,76.0,37.0,10.946745562130177,0.0
15.0,1.6,61.0,7.15,1.4,4.0,30.0,45.0,26.333333333333332,16.458333333333332,1.0
16.0,2.77,30.0,2.92,5.93,4.0,32.0,62.0,32.666666666666664,11.793020457280385,1.0
15.0,1.82,79.0,3.85,5.09,1.0,43.0,99.0,47.666666666666664,26.19047619047619,0.0
17.0,4.47,58.0,4.01,7.17,4.0,30.0,53.0,29.0,6.487695749440716,1.0
16.0,2.43,24.0,5.66,5.59,3.0,47.0,88.0,46.0,18.930041152263374,1.0
17.0,4.45,23.0,1.6,4.18,3.0,30.0,54.0,29.0,6.51685393258427,1.0
15.0,4.1,42.0,4.43,6.68,3.0,38.0,85.0,42.0,10.24390243902439,1.0
14.0,3.18,79.0,7.0,2.73,3.0,30.0,46.0,26.333333333333332,8.280922431865827,0.0
15.0,4.93,70.0,1.46,2.42,4.0,48.0,95.0,49.0,9.939148073022313,0.0
17.0,4.59,46.0,6.01,5.84,4.0,48.0,96.0,49.333333333333336,10.74800290486565,1.0
15.0,4.11,49.0,3.86,2.12,4.0,41.0,60.0,35.0,8.51581508515815,1.0
17.0,1.4,49.0,3.99,6.73,1.0,45.0,86.0,44.0,31.42857142857143,1.0
16.0,2.37,28.0,2.2,1.64,2.0,31.0,94.0,42.333333333333336,17.862165963431785,1.0
