15.00,6.37,30.00,7.73,3.03,4.00,43.00,89.00
15.00,5.74,54.00,6.32,2.56,4.00,37.00,89.00
14.00,7.39,67.00,5.70,5.08,4.00,45.00,78.00
17.00,4.12,43.00,7.47,7.33,2.00,30.00,98.00
16.00,3.34,77.00,6.16,2.58,1.00,31.00,62.00
14.00,6.12,66.00,7.59,2.32,1.00,41.00,66.00
14.00,1.61,76.00,4.39,4.52,2.00,47.00,74.00
15.00,5.95,32.00,3.98,2.87,4.00,38.00,72.00
15.00,3.85,65.00,5.48,3.77,4.00,40.00,72.00
14.00,5.04,77.00,3.40,4.08,3.00,45.00,76.00
14.00,2.71,54.00,3.99,7.27,4.00,31.00,73.00
15.00,2.79,28.00,6.26,5.98,3.00,42.00,50.00
16.00,3.11,65.00,1.85,4.23,1.00,38.00,62.00
16.00,1.07,22.00,3.90,2.71,1.00,39.00,83.00
15.00,2.57,55.00,5.91,4.04,1.00,37.00,84.00
16.00,3.76,79.00,4.53,6.30,1.00,36.00,61.00
17.00,1.57,77.00,4.12,4.64,1.00,43.00,99.00
14.00,1.21,72.00,2.77,5.29,1.00,44.00,63.00
15.00,6.65,55.00,1.06,7.22,3.00,32.00,45.00
16.00,3.44,21.00,5.81,4.86,1.00,34.00,92.00
14.00,1.02,28.00,5.91,5.00,4.00,46.00,97.00
16.00,7.19,70.00,6.71,4.41,2.00,48.00,69.00
17.00,3.41,49.00,5.93,1.79,2.00,46.00,74.00
14.00,3.88,79.00,4.74,4.25,4.00,43.00,75.00
16.00,7.90,50.00,2.16,2.00,4.00,34.00,62.00
16.00,3.16,77.00,4.88,3.59,3.00,31.00,60.00
15.00,6.76,72.00,3.57,5.96,3.00,33.00,87.00
16.00,4.96,26.00,7.55,2.75,3.00,47.00,67.00
17.00,4.99,49.00,4.44,2.68,2.00,30.00,77.00
17.00,2.49,74.00,1.49,2.36,1.00,41.00,70.00
17.00,3.82,43.00,6.07,5.80,3.00,34.00,61.00
15.00,5.82,56.00,3.16,4.83,2.00,40.00,81.00
14.00,5.32,54.00,6.09,6.04,4.00,44.00,67.00
15.00,7.36,79.00,5.61,5.19,2.00,42.00,78.00
16.00,1.23,57.00,1.87,4.69,4.00,36.00,83.00
15.00,2.42,55.00,5.93,2.52,3.00,49.00,91.00
15.00,4.12,68.00,7.71,6.42,1.00,35.00,56.00
14.00,7.96,68.00,6.80,1.03,3.00,44.00,90.00
17.00,1.07,69.00,1.60,3.43,4.00,38.00,78.00
16.00,1.23,41.00,4.59,6.51,2.00,35.00,68.00
16.00,5.54,74.00,1.95,6.64,4.00,45.00,86.00
14.00,6.95,29.00,4.78,2.38,2.00,37.00,63.00
15.00,5.73,24.00,6.23,2.77,3.00,48.00,61.00
17.00,4.21,57.00,3.16,5.05,1.00,47.00,78.00
16.00,2.24,34.00,3.78,4.41,3.00,41.00,91.00
16.00,4.29,73.00,7.51,4.10,4.00,45.00,93.00
16.00,2.84,43.00,1.47,4.70,2.00,44.00,90.00
17.00,6.79,33.00,3.14,5.01,2.00,43.00,65.00
17.00,6.02,56.00,2.40,1.90,4.00,43.00,94.00
17.00,6.08,26.00,7.63,7.41,4.00,49.00,98.00
14.00,4.22,60.00,1.30,3.24,2.00,42.00,74.00
17.00,6.16,54.00,7.28,6.91,3.00,38.00,65.00
14.00,6.33,42.00,7.62,5.65,2.00,38.00,60.00
17.00,2.18,33.00,7.91,6.41,2.00,39.00,85.00
15.00,3.69,72.00,5.28,1.27,2.00,44.00,84.00
15.00,5.12,53.00,6.71,3.68,1.00,35.00,91.00
17.00,5.59,63.00,4.06,3.44,4.00,47.00,95.00
16.00,4.81,61.00,5.49,1.27,3.00,40.00,65.00
15.00,4.16,59.00,5.95,5.85,4.00,34.00,66.00
17.00,4.70,30.00,3.45,1.79,3.00,39.00,80.00
14.00,1.86,58.00,6.11,3.90,2.00,46.00,73.00
15.00,3.22,30.00,1.90,4.44,3.00,30.00,76.00
14.00,6.77,51.00,7.07,7.44,4.00,30.00,95.00
15.00,2.41,56.00,1.91,5.82,2.00,46.00,68.00
17.00,4.52,33.00,1.63,3.27,4.00,43.00,80.00
16.00,3.58,69.00,6.01,1.29,3.00,33.00,89.00
14.00,6.94,44.00,1.68,6.61,4.00,39.00,86.00
14.00,1.56,42.00,1.07,6.28,2.00,38.00,48.00
15.00,1.14,22.00,4.79,7.44,4.00,44.00,78.00
17.00,6.82,38.00,3.18,7.87,3.00,44.00,99.00
17.00,5.10,38.00,5.53,4.43,2.00,46.00,54.00
14.00,6.90,34.00,4.82,6.18,3.00,33.00,64.00
16.00,5.89,52.00,4.95,5.90,1.00,49.00,89.00
15.00,5.43,65.00,5.07,4.35,3.00,38.00,78.00
15.00,5.16,33.00,7.50,4.51,1.00,32.00,79.00
16.00,2.14,57.00,4.94,2.58,3.00,41.00,83.00
15.00,4.09,39.00,7.58,7.51,3.00,42.00,66.00
15.00,2.59,41.00,1.45,1.71,2.00,47.00,82.00
17.00,5.48,48.00,3.68,4.56,2.00,31.00,86.00
17.00,7.73,47.00,2.63,7.00,1.00,36.00,79.00
17.00,4.68,65.00,1.95,6.73,3.00,41.00,63.00
15.00,3.02,73.00,3.68,2.16,2.00,30.00,55.00
17.00,7.73,42.00,3.82,5.73,1.00,35.00,96.00
14.00,5.31,28.00,3.63,7.37,4.00,43.00,76.00
14.00,5.48,29.00,2.40,1.69,2.00,37.00,94.00
17.00,5.21,31.00,6.56,2.92,1.00,31.00,49.00
17.00,4.35,20.00,5.64,2.15,2.00,32.00,92.00
17.00,4.91,25.00,7.22,7.19,1.00,39.00,77.00
17.00,2.95,49.00,1.97,6.42,1.00,34.00,58.00
14.00,1.04,34.00,6.71,1.03,3.00,43.00,72.00
15.00,3.81,33.00,7.89,6.52,3.00,49.00,80.00
16.00,3.24,69.00,1.60,2.96,3.00,32.00,50.00
16.00,3.61,44.00,2.01,1.15,2.00,39.00,93.00
16.00,4.39,21.00,7.11,3.33,2.00,38.00,82.00
15.00,1.23,67.00,1.07,3.55,2.00,47.00,91.00
17.00,4.74,26.00,5.74,3.12,2.00,33.00,86.00
16.00,5.78,46.00,3.83,4.50,3.00,47.00,73.00
17.00,5.41,63.00,1.88,5.83,2.00,35.00,85.00
17.00,1.99,55.00,2.91,3.53,1.00,32.00,64.00
16.00,3.38,75.00,6.78,3.61,3.00,32.00,76.00
15.00,1.60,61.00,7.15,1.40,4.00,30.00,45.00
16.00,2.77,30.00,2.92,5.93,4.00,32.00,62.00
15.00,1.82,79.00,3.85,5.09,1.00,43.00,99.00
17.00,4.47,58.00,4.01,7.17,4.00,30.00,53.00
16.00,2.43,24.00,5.66,5.59,3.00,47.00,88.00
17.00,4.45,23.00,1.60,4.18,3.00,30.00,54.00
15.00,4.10,42.00,4.43,6.68,3.00,38.00,85.00
14.00,3.18,79.00,7.00,2.73,3.00,30.00,46.00
15.00,4.93,70.00,1.46,2.42,4.00,48.00,95.00
17.00,4.59,46.00,6.01,5.84,4.00,48.00,96.00
15.00,4.11,49.00,3.86,2.12,4.00,41.00,60.00
17.00,1.40,49.00,3.99,6.73,1.00,45.00,86.00
16.00,2.37,28.00,2.20,1.64,2.00,31.00,94.00
